,index,video_id,url,caption,queries,duration_sec
154,51,SOwJjV6Y_l0.mp4,https://www.youtube.com/watch?v=SOwJjV6Y_l0,"The video opens with a title card for 'Captain America: Brave New World' featuring the Marvel Studios logo and bold text. It transitions to an outdoor setting where two characters are seen in silhouette against a dark sky, suggesting stealth or combat readiness. The scene shifts to a character standing triumphantly atop rubble amidst flames, indicating destruction or aftermath of conflict. Another frame shows a hand pressing down on a blue object resembling a presidential seal, implying authority or power. A close-up follows of another individual's face expressing intensity or determination. Subsequently, there is a shot of a character flying through clouds at high speed, followed by a dynamic action sequence involving multiple characters engaged in battle. The environment throughout these scenes varies from urban settings to natural landscapes like forests and streets lined with cherry blossom trees.",captain america new movie action scenes,31
155,51,SOwJjV6Y_l0.mp4,https://www.youtube.com/watch?v=SOwJjV6Y_l0,"The video opens with a title card for 'Captain America: Brave New World' featuring the Marvel Studios logo and bold text. It transitions to an outdoor setting where two characters are seen in silhouette against a dark sky, suggesting stealth or combat readiness. The scene shifts to a character standing triumphantly atop rubble amidst flames, indicating destruction or aftermath of conflict. Another frame shows a hand pressing down on a blue object resembling a presidential seal, implying authority or power. A close-up follows of another individual's face expressing intensity or determination. Subsequently, there is a shot of a character flying through clouds at high speed, followed by a dynamic action sequence involving multiple characters engaged in battle. The environment throughout these scenes varies from urban settings to natural landscapes like forests and streets lined with cherry blossom trees.",captain america flying through clouds marvel footage,31
156,52,WW08paYOyzo.mp4,https://www.youtube.com/watch?v=WW08paYOyzo,"The video begins with a comic book-style illustration of two characters in distress, one lying on the ground and the other holding onto them. The scene transitions to a black-and-white image of a submarine sinking amidst debris, followed by another character lying motionless against a metallic surface. A close-up reveals a mechanical arm attached to a person's body, suggesting advanced technology or machinery. Next, we see an individual seated inside what appears to be a spacecraft cockpit, surrounded by various controls and screens, indicating high-tech equipment. The final frame shows a dynamic action sequence where a character is engaged in combat with another armored figure wielding a weapon. Throughout these scenes, there are no discernible changes in lighting or environment; all frames maintain a consistent visual style typical of comic books.",comic book style superhero action scene,37
157,52,WW08paYOyzo.mp4,https://www.youtube.com/watch?v=WW08paYOyzo,"The video begins with a comic book-style illustration of two characters in distress, one lying on the ground and the other holding onto them. The scene transitions to a black-and-white image of a submarine sinking amidst debris, followed by another character lying motionless against a metallic surface. A close-up reveals a mechanical arm attached to a person's body, suggesting advanced technology or machinery. Next, we see an individual seated inside what appears to be a spacecraft cockpit, surrounded by various controls and screens, indicating high-tech equipment. The final frame shows a dynamic action sequence where a character is engaged in combat with another armored figure wielding a weapon. Throughout these scenes, there are no discernible changes in lighting or environment; all frames maintain a consistent visual style typical of comic books.",futuristic submarine sinking comic book animation,37
158,52,WW08paYOyzo.mp4,https://www.youtube.com/watch?v=WW08paYOyzo,"The video begins with a comic book-style illustration of two characters in distress, one lying on the ground and the other holding onto them. The scene transitions to a black-and-white image of a submarine sinking amidst debris, followed by another character lying motionless against a metallic surface. A close-up reveals a mechanical arm attached to a person's body, suggesting advanced technology or machinery. Next, we see an individual seated inside what appears to be a spacecraft cockpit, surrounded by various controls and screens, indicating high-tech equipment. The final frame shows a dynamic action sequence where a character is engaged in combat with another armored figure wielding a weapon. Throughout these scenes, there are no discernible changes in lighting or environment; all frames maintain a consistent visual style typical of comic books.",mechanical arm cyborg battle comic book style,37
159,53,t8MgEthtJQU.mp4,https://www.youtube.com/watch?v=t8MgEthtJQU,"The video opens with a character in tactical gear, possibly an armored suit or military uniform, standing confidently. The scene shifts to another individual dressed similarly, suggesting they are part of the same team or group. They discuss their plans for a mission involving a large ship and its crew. A close-up reveals one person's face as they speak about the importance of not getting caught by the enemy. Another frame shows them holding onto something, indicating preparation for action. The environment is indoors, likely within a secure facility or base. In subsequent frames, we see more characters engaged in conversation; one holds a shield emblematic of Captain America, hinting at a connection between them. The final scenes depict aerial combat over water, showcasing advanced technology and weaponry used during the mission.",marvel tactical team mission planning scene,41
160,53,t8MgEthtJQU.mp4,https://www.youtube.com/watch?v=t8MgEthtJQU,"The video opens with a character in tactical gear, possibly an armored suit or military uniform, standing confidently. The scene shifts to another individual dressed similarly, suggesting they are part of the same team or group. They discuss their plans for a mission involving a large ship and its crew. A close-up reveals one person's face as they speak about the importance of not getting caught by the enemy. Another frame shows them holding onto something, indicating preparation for action. The environment is indoors, likely within a secure facility or base. In subsequent frames, we see more characters engaged in conversation; one holds a shield emblematic of Captain America, hinting at a connection between them. The final scenes depict aerial combat over water, showcasing advanced technology and weaponry used during the mission.",captain america shield team discussing strategy,41
161,53,t8MgEthtJQU.mp4,https://www.youtube.com/watch?v=t8MgEthtJQU,"The video opens with a character in tactical gear, possibly an armored suit or military uniform, standing confidently. The scene shifts to another individual dressed similarly, suggesting they are part of the same team or group. They discuss their plans for a mission involving a large ship and its crew. A close-up reveals one person's face as they speak about the importance of not getting caught by the enemy. Another frame shows them holding onto something, indicating preparation for action. The environment is indoors, likely within a secure facility or base. In subsequent frames, we see more characters engaged in conversation; one holds a shield emblematic of Captain America, hinting at a connection between them. The final scenes depict aerial combat over water, showcasing advanced technology and weaponry used during the mission.",marvel heroes preparing for ship assault aerial combat,41
162,54,08WYbGjuehk.mp4,https://www.youtube.com/watch?v=08WYbGjuehk,"The video opens with a close-up of a character in an orange hoodie, followed by a medium shot of another person in a black shirt. The scene shifts to a high-speed chase through the city streets at night, showcasing sleek cars and urban architecture illuminated by streetlights. A close-up reveals a character's face against a warm-toned background. Subsequently, there is a wide shot of a city skyline during sunset or sunrise, suggesting a peaceful end to the day. Another frame shows two characters engaged in conversation indoors; one wears headphones while speaking. The final frames depict a dynamic action sequence featuring intense lighting effects and fast-paced movements, culminating in a title card for 'Ironheart' from Disney+ Original Series.",ironheart disney plus series trailer,31
163,54,08WYbGjuehk.mp4,https://www.youtube.com/watch?v=08WYbGjuehk,"The video opens with a close-up of a character in an orange hoodie, followed by a medium shot of another person in a black shirt. The scene shifts to a high-speed chase through the city streets at night, showcasing sleek cars and urban architecture illuminated by streetlights. A close-up reveals a character's face against a warm-toned background. Subsequently, there is a wide shot of a city skyline during sunset or sunrise, suggesting a peaceful end to the day. Another frame shows two characters engaged in conversation indoors; one wears headphones while speaking. The final frames depict a dynamic action sequence featuring intense lighting effects and fast-paced movements, culminating in a title card for 'Ironheart' from Disney+ Original Series.",ironheart chase scene night city cars,31
164,54,08WYbGjuehk.mp4,https://www.youtube.com/watch?v=08WYbGjuehk,"The video opens with a close-up of a character in an orange hoodie, followed by a medium shot of another person in a black shirt. The scene shifts to a high-speed chase through the city streets at night, showcasing sleek cars and urban architecture illuminated by streetlights. A close-up reveals a character's face against a warm-toned background. Subsequently, there is a wide shot of a city skyline during sunset or sunrise, suggesting a peaceful end to the day. Another frame shows two characters engaged in conversation indoors; one wears headphones while speaking. The final frames depict a dynamic action sequence featuring intense lighting effects and fast-paced movements, culminating in a title card for 'Ironheart' from Disney+ Original Series.",ironheart riri williams orange hoodie scene,31
165,55,7rkQ6FIPuuw.mp4,https://www.youtube.com/watch?v=7rkQ6FIPuuw,"The video features a person with long dark hair, wearing a textured brown top and gloves. They are in an outdoor setting during the day, surrounded by other individuals who appear to be part of a group or event. The environment is dimly lit, suggesting either early morning or late evening light conditions. There's text overlay on the screen that reads 'This is for the internet' followed by 'For all the baby hags out there,' indicating a playful tone towards viewers. Another frame shows two people standing close together; one has curly hair while the other wears a dark jacket over a white shirt. Text overlays here read 'Who we are saying hi to?' and then 'The internet,' implying a connection between them and their audience. The final frame includes more text stating 'We're coming at you internet!' with a surprised emoji, adding excitement and anticipation.",internet baby hags video clip,14
166,55,7rkQ6FIPuuw.mp4,https://www.youtube.com/watch?v=7rkQ6FIPuuw,"The video features a person with long dark hair, wearing a textured brown top and gloves. They are in an outdoor setting during the day, surrounded by other individuals who appear to be part of a group or event. The environment is dimly lit, suggesting either early morning or late evening light conditions. There's text overlay on the screen that reads 'This is for the internet' followed by 'For all the baby hags out there,' indicating a playful tone towards viewers. Another frame shows two people standing close together; one has curly hair while the other wears a dark jacket over a white shirt. Text overlays here read 'Who we are saying hi to?' and then 'The internet,' implying a connection between them and their audience. The final frame includes more text stating 'We're coming at you internet!' with a surprised emoji, adding excitement and anticipation.",who we are saying hi to internet clip,14
167,55,7rkQ6FIPuuw.mp4,https://www.youtube.com/watch?v=7rkQ6FIPuuw,"The video features a person with long dark hair, wearing a textured brown top and gloves. They are in an outdoor setting during the day, surrounded by other individuals who appear to be part of a group or event. The environment is dimly lit, suggesting either early morning or late evening light conditions. There's text overlay on the screen that reads 'This is for the internet' followed by 'For all the baby hags out there,' indicating a playful tone towards viewers. Another frame shows two people standing close together; one has curly hair while the other wears a dark jacket over a white shirt. Text overlays here read 'Who we are saying hi to?' and then 'The internet,' implying a connection between them and their audience. The final frame includes more text stating 'We're coming at you internet!' with a surprised emoji, adding excitement and anticipation.",surprised emoji we're coming at you internet,14
168,56,h6ZhD9nXWO4.mp4,https://www.youtube.com/watch?v=h6ZhD9nXWO4,"The video features a series of medium close-up shots with text overlays, likely from an interview or documentary. The first frame shows a person in a purple top against a dark background, followed by another shot where the same individual is seen wearing a black and white checkered shirt. Subsequent frames include various individuals dressed in different outfits; one wears a blue headband while others are in casual attire like a plaid dress. Texts such as 'A fun fact about this scene,' 'production didn't know if we could do it practically,' and 'They thought that we would not have enough time' appear on screen, suggesting behind-the-scenes commentary. Another frame includes someone washing their face at a sink, indicating preparation for filming. The lighting varies but maintains focus on the subjects.",marvel behind the scenes interview documentary,30
169,56,h6ZhD9nXWO4.mp4,https://www.youtube.com/watch?v=h6ZhD9nXWO4,"The video features a series of medium close-up shots with text overlays, likely from an interview or documentary. The first frame shows a person in a purple top against a dark background, followed by another shot where the same individual is seen wearing a black and white checkered shirt. Subsequent frames include various individuals dressed in different outfits; one wears a blue headband while others are in casual attire like a plaid dress. Texts such as 'A fun fact about this scene,' 'production didn't know if we could do it practically,' and 'They thought that we would not have enough time' appear on screen, suggesting behind-the-scenes commentary. Another frame includes someone washing their face at a sink, indicating preparation for filming. The lighting varies but maintains focus on the subjects.",making of marvel movie production stories,30
170,56,h6ZhD9nXWO4.mp4,https://www.youtube.com/watch?v=h6ZhD9nXWO4,"The video features a series of medium close-up shots with text overlays, likely from an interview or documentary. The first frame shows a person in a purple top against a dark background, followed by another shot where the same individual is seen wearing a black and white checkered shirt. Subsequent frames include various individuals dressed in different outfits; one wears a blue headband while others are in casual attire like a plaid dress. Texts such as 'A fun fact about this scene,' 'production didn't know if we could do it practically,' and 'They thought that we would not have enough time' appear on screen, suggesting behind-the-scenes commentary. Another frame includes someone washing their face at a sink, indicating preparation for filming. The lighting varies but maintains focus on the subjects.",marvel film production challenges and fun facts,30
171,57,rhQNdGSN068.mp4,https://www.youtube.com/watch?v=rhQNdGSN068,"The video features a series of animated frames from 'Peter Parker: The Spectacular Spider-Man' featuring Peter Parker, the protagonist. In the first frame, we see an illustration of Peter's school with his name and class listed on it. Next is a scene showing Peter in front of a building labeled 'Middtown High,' followed by him holding up a trophy with text indicating he has won something significant. Another frame shows Peter interacting with someone off-screen while wearing glasses and a blue jacket over a yellow shirt. There are also scenes depicting Peter at home or in a laboratory setting, suggesting scientific endeavors. A final frame shows Peter flying through the air, implying action-packed adventures typical of superhero narratives.",peter parker spectacular spider-man cartoon,18
172,57,rhQNdGSN068.mp4,https://www.youtube.com/watch?v=rhQNdGSN068,"The video features a series of animated frames from 'Peter Parker: The Spectacular Spider-Man' featuring Peter Parker, the protagonist. In the first frame, we see an illustration of Peter's school with his name and class listed on it. Next is a scene showing Peter in front of a building labeled 'Middtown High,' followed by him holding up a trophy with text indicating he has won something significant. Another frame shows Peter interacting with someone off-screen while wearing glasses and a blue jacket over a yellow shirt. There are also scenes depicting Peter at home or in a laboratory setting, suggesting scientific endeavors. A final frame shows Peter flying through the air, implying action-packed adventures typical of superhero narratives.",spectacular spider-man peter parker middtown high school,18
173,57,rhQNdGSN068.mp4,https://www.youtube.com/watch?v=rhQNdGSN068,"The video features a series of animated frames from 'Peter Parker: The Spectacular Spider-Man' featuring Peter Parker, the protagonist. In the first frame, we see an illustration of Peter's school with his name and class listed on it. Next is a scene showing Peter in front of a building labeled 'Middtown High,' followed by him holding up a trophy with text indicating he has won something significant. Another frame shows Peter interacting with someone off-screen while wearing glasses and a blue jacket over a yellow shirt. There are also scenes depicting Peter at home or in a laboratory setting, suggesting scientific endeavors. A final frame shows Peter flying through the air, implying action-packed adventures typical of superhero narratives.",peter parker spectacular spider-man winning trophy animated,18
174,58,UGNJEqEm8t4.mp4,https://www.youtube.com/watch?v=UGNJEqEm8t4,"The video features a series of animated frames from the 'Go Ravens!' comic book. The first frame shows an illustration of a character with blue hair, wearing a black and white checkered shirt, holding a notebook titled 'I'm Nico Minoru'. The background is colorful with various shades of purple and green. In the second frame, another character in a yellow sweater over a white collared shirt appears to be asking if they can do most of their work at home. The third frame depicts a conversation between two characters; one says 'You can do most of the work?' while the other responds affirmatively. The final frame shows a character with blue hair speaking on the phone, indicating that they are being called by someone named Tivs.",go ravens comic book animated series,17
175,58,UGNJEqEm8t4.mp4,https://www.youtube.com/watch?v=UGNJEqEm8t4,"The video features a series of animated frames from the 'Go Ravens!' comic book. The first frame shows an illustration of a character with blue hair, wearing a black and white checkered shirt, holding a notebook titled 'I'm Nico Minoru'. The background is colorful with various shades of purple and green. In the second frame, another character in a yellow sweater over a white collared shirt appears to be asking if they can do most of their work at home. The third frame depicts a conversation between two characters; one says 'You can do most of the work?' while the other responds affirmatively. The final frame shows a character with blue hair speaking on the phone, indicating that they are being called by someone named Tivs.",nico minoru animated conversation about working from home,17
176,58,UGNJEqEm8t4.mp4,https://www.youtube.com/watch?v=UGNJEqEm8t4,"The video features a series of animated frames from the 'Go Ravens!' comic book. The first frame shows an illustration of a character with blue hair, wearing a black and white checkered shirt, holding a notebook titled 'I'm Nico Minoru'. The background is colorful with various shades of purple and green. In the second frame, another character in a yellow sweater over a white collared shirt appears to be asking if they can do most of their work at home. The third frame depicts a conversation between two characters; one says 'You can do most of the work?' while the other responds affirmatively. The final frame shows a character with blue hair speaking on the phone, indicating that they are being called by someone named Tivs.",go ravens animated tivs phone call scene,17
177,59,MM-4T5OGARE.mp4,https://www.youtube.com/watch?v=MM-4T5OGARE,"The video features a series of interviews at the 'Marvel' and 'Ryan Coogler' movie premiere event. The setting is outdoors with clear skies, and attendees are dressed in formal attire suitable for such an occasion. A red carpet runs through the area, indicating the high-profile nature of the event. Each interviewee holds a microphone branded with 'MARVEL', suggesting they are part of the media coverage. They discuss their thoughts on the Marvel Cinematic Universe (MCU) and its potential to become a global phenomenon. One person expresses excitement about the possibility of seeing more characters from the MCU in future films. Another mentions that they would like to see more characters appear in movies, particularly those who have not been featured before. There's also discussion about the impact of the MCU on popular culture and how it has influenced other franchises.",marvel premiere ryan coogler red carpet interviews,54
178,59,MM-4T5OGARE.mp4,https://www.youtube.com/watch?v=MM-4T5OGARE,"The video features a series of interviews at the 'Marvel' and 'Ryan Coogler' movie premiere event. The setting is outdoors with clear skies, and attendees are dressed in formal attire suitable for such an occasion. A red carpet runs through the area, indicating the high-profile nature of the event. Each interviewee holds a microphone branded with 'MARVEL', suggesting they are part of the media coverage. They discuss their thoughts on the Marvel Cinematic Universe (MCU) and its potential to become a global phenomenon. One person expresses excitement about the possibility of seeing more characters from the MCU in future films. Another mentions that they would like to see more characters appear in movies, particularly those who have not been featured before. There's also discussion about the impact of the MCU on popular culture and how it has influenced other franchises.",black panther premiere event celebrity interviews,54
179,59,MM-4T5OGARE.mp4,https://www.youtube.com/watch?v=MM-4T5OGARE,"The video features a series of interviews at the 'Marvel' and 'Ryan Coogler' movie premiere event. The setting is outdoors with clear skies, and attendees are dressed in formal attire suitable for such an occasion. A red carpet runs through the area, indicating the high-profile nature of the event. Each interviewee holds a microphone branded with 'MARVEL', suggesting they are part of the media coverage. They discuss their thoughts on the Marvel Cinematic Universe (MCU) and its potential to become a global phenomenon. One person expresses excitement about the possibility of seeing more characters from the MCU in future films. Another mentions that they would like to see more characters appear in movies, particularly those who have not been featured before. There's also discussion about the impact of the MCU on popular culture and how it has influenced other franchises.",marvel cinematic universe future films premiere discussion,54
180,60,mbhIVxLrRxY.mp4,https://www.youtube.com/watch?v=mbhIVxLrRxY,"The video opens with a night scene of the Empire State Building, transitioning to a black screen with white text 'I CAN'T SEE MY CITY.' The next frame shows an individual in dark clothing and sunglasses standing on a rooftop at night. A close-up follows where we see another person's back as they look out over the cityscape. The scene shifts to a dimly lit room where someone is holding a rope or string, suggesting preparation for action. We then see a close-up of a wooden surface with liquid dripping down it, followed by a red background with the word 'CORRUPT' appearing. Another shot features a man in a suit looking up at a building under misty conditions. The final frames show two characters engaged in combat inside a dimly lit space, one wielding what appears to be a weapon.",daredevil season 4 corrupt trailer,32
181,60,mbhIVxLrRxY.mp4,https://www.youtube.com/watch?v=mbhIVxLrRxY,"The video opens with a night scene of the Empire State Building, transitioning to a black screen with white text 'I CAN'T SEE MY CITY.' The next frame shows an individual in dark clothing and sunglasses standing on a rooftop at night. A close-up follows where we see another person's back as they look out over the cityscape. The scene shifts to a dimly lit room where someone is holding a rope or string, suggesting preparation for action. We then see a close-up of a wooden surface with liquid dripping down it, followed by a red background with the word 'CORRUPT' appearing. Another shot features a man in a suit looking up at a building under misty conditions. The final frames show two characters engaged in combat inside a dimly lit space, one wielding what appears to be a weapon.",daredevil rooftop scene i cant see my city,32
182,60,mbhIVxLrRxY.mp4,https://www.youtube.com/watch?v=mbhIVxLrRxY,"The video opens with a night scene of the Empire State Building, transitioning to a black screen with white text 'I CAN'T SEE MY CITY.' The next frame shows an individual in dark clothing and sunglasses standing on a rooftop at night. A close-up follows where we see another person's back as they look out over the cityscape. The scene shifts to a dimly lit room where someone is holding a rope or string, suggesting preparation for action. We then see a close-up of a wooden surface with liquid dripping down it, followed by a red background with the word 'CORRUPT' appearing. Another shot features a man in a suit looking up at a building under misty conditions. The final frames show two characters engaged in combat inside a dimly lit space, one wielding what appears to be a weapon.",daredevil fights in dimly lit room season 4,32
183,61,7X8yvwKHmR8.mp4,https://www.youtube.com/watch?v=7X8yvwKHmR8,"The video clip appears to be from a movie or TV show featuring characters in a high-tech, dimly lit environment with industrial elements. The setting seems to be an abandoned facility or warehouse filled with various equipment and machinery scattered around. Characters are seen engaging in combat using weapons like swords and shields. One character is wearing a black suit with red accents, while another has blonde hair and wears dark clothing. There's also a figure dressed entirely in white who stands out against the darker background. The lighting creates dramatic shadows and highlights the intensity of the fight scenes.",sci-fi sword fight dark warehouse scene,44
184,61,7X8yvwKHmR8.mp4,https://www.youtube.com/watch?v=7X8yvwKHmR8,"The video clip appears to be from a movie or TV show featuring characters in a high-tech, dimly lit environment with industrial elements. The setting seems to be an abandoned facility or warehouse filled with various equipment and machinery scattered around. Characters are seen engaging in combat using weapons like swords and shields. One character is wearing a black suit with red accents, while another has blonde hair and wears dark clothing. There's also a figure dressed entirely in white who stands out against the darker background. The lighting creates dramatic shadows and highlights the intensity of the fight scenes.",characters in black and white fighting with swords,44
185,61,7X8yvwKHmR8.mp4,https://www.youtube.com/watch?v=7X8yvwKHmR8,"The video clip appears to be from a movie or TV show featuring characters in a high-tech, dimly lit environment with industrial elements. The setting seems to be an abandoned facility or warehouse filled with various equipment and machinery scattered around. Characters are seen engaging in combat using weapons like swords and shields. One character is wearing a black suit with red accents, while another has blonde hair and wears dark clothing. There's also a figure dressed entirely in white who stands out against the darker background. The lighting creates dramatic shadows and highlights the intensity of the fight scenes.",high tech abandoned facility action movie fight,44
186,62,6BKMHJ1YYXQ.mp4,https://www.youtube.com/watch?v=6BKMHJ1YYXQ,"The video features a character in a superhero costume, likely Captain America, performing an action sequence. The setting appears to be at night with city lights visible through large windows behind the character. The scene is dynamic and intense, suggesting high stakes or a pivotal moment in the narrative. The lighting is dramatic, with red hues dominating the environment, creating a sense of urgency and danger. There's also a brief shot of another person lying on the ground, possibly indicating injury or defeat. The overall tone seems to revolve around themes of heroism, conflict, and perhaps betrayal or loss within the context of the story being told.",captain america night fight scene,22
187,62,6BKMHJ1YYXQ.mp4,https://www.youtube.com/watch?v=6BKMHJ1YYXQ,"The video features a character in a superhero costume, likely Captain America, performing an action sequence. The setting appears to be at night with city lights visible through large windows behind the character. The scene is dynamic and intense, suggesting high stakes or a pivotal moment in the narrative. The lighting is dramatic, with red hues dominating the environment, creating a sense of urgency and danger. There's also a brief shot of another person lying on the ground, possibly indicating injury or defeat. The overall tone seems to revolve around themes of heroism, conflict, and perhaps betrayal or loss within the context of the story being told.",marvel cinematic universe intense action sequence,22
188,62,6BKMHJ1YYXQ.mp4,https://www.youtube.com/watch?v=6BKMHJ1YYXQ,"The video features a character in a superhero costume, likely Captain America, performing an action sequence. The setting appears to be at night with city lights visible through large windows behind the character. The scene is dynamic and intense, suggesting high stakes or a pivotal moment in the narrative. The lighting is dramatic, with red hues dominating the environment, creating a sense of urgency and danger. There's also a brief shot of another person lying on the ground, possibly indicating injury or defeat. The overall tone seems to revolve around themes of heroism, conflict, and perhaps betrayal or loss within the context of the story being told.",captain america red light city battle clip,22
189,63,RFkDXEXk_Vw.mp4,https://www.youtube.com/watch?v=RFkDXEXk_Vw,"The video features a group of individuals posing for photographs at what appears to be a film premiere or promotional event. They are standing in front of a large yellow backdrop with the word 'THUNDERBIRDS' prominently displayed, indicating the name of the movie they are promoting. The setting is outdoors during daylight, and there's greenery visible behind them. The group consists of men and women dressed formally; some wear suits while others don elegant evening gowns. Their attire suggests an upscale event. In the background, there are trees and buildings that add depth to the scene. As the camera pans across the group, it captures their expressions and poses as they stand together, likely celebrating the occasion.",thunderbirds movie premiere event cast photos,11
190,63,RFkDXEXk_Vw.mp4,https://www.youtube.com/watch?v=RFkDXEXk_Vw,"The video features a group of individuals posing for photographs at what appears to be a film premiere or promotional event. They are standing in front of a large yellow backdrop with the word 'THUNDERBIRDS' prominently displayed, indicating the name of the movie they are promoting. The setting is outdoors during daylight, and there's greenery visible behind them. The group consists of men and women dressed formally; some wear suits while others don elegant evening gowns. Their attire suggests an upscale event. In the background, there are trees and buildings that add depth to the scene. As the camera pans across the group, it captures their expressions and poses as they stand together, likely celebrating the occasion.",thunderbirds 2024 film red carpet arrivals,11
191,63,RFkDXEXk_Vw.mp4,https://www.youtube.com/watch?v=RFkDXEXk_Vw,"The video features a group of individuals posing for photographs at what appears to be a film premiere or promotional event. They are standing in front of a large yellow backdrop with the word 'THUNDERBIRDS' prominently displayed, indicating the name of the movie they are promoting. The setting is outdoors during daylight, and there's greenery visible behind them. The group consists of men and women dressed formally; some wear suits while others don elegant evening gowns. Their attire suggests an upscale event. In the background, there are trees and buildings that add depth to the scene. As the camera pans across the group, it captures their expressions and poses as they stand together, likely celebrating the occasion.",thunderbirds cast posing yellow backdrop premiere footage,11
192,64,8VYmQAlqRc0.mp4,https://www.youtube.com/watch?v=8VYmQAlqRc0,"The video opens with a close-up of a metallic object, possibly jewelry or a piece of equipment, reflecting light on a dark surface. The scene transitions to an individual lying down in what appears to be a dimly lit room, wearing a cross necklace and looking upwards. Text overlays suggest a narrative about someone named 'Nurt' who is being hunted by others. Another shot shows the same person from behind, still in the dimly lit environment. A third frame features text that reads 'A LITTLE SCARED,' indicating fear or vulnerability. Subsequent frames show another character's neck tattooed with a skull design, suggesting a connection between characters or themes related to danger or survival. The final frame displays bold red letters spelling out 'I THINK YOU WANT MY PERMISSION,' hinting at a request for access or control over something significant.",nurt hunted video clip,24
193,64,8VYmQAlqRc0.mp4,https://www.youtube.com/watch?v=8VYmQAlqRc0,"The video opens with a close-up of a metallic object, possibly jewelry or a piece of equipment, reflecting light on a dark surface. The scene transitions to an individual lying down in what appears to be a dimly lit room, wearing a cross necklace and looking upwards. Text overlays suggest a narrative about someone named 'Nurt' who is being hunted by others. Another shot shows the same person from behind, still in the dimly lit environment. A third frame features text that reads 'A LITTLE SCARED,' indicating fear or vulnerability. Subsequent frames show another character's neck tattooed with a skull design, suggesting a connection between characters or themes related to danger or survival. The final frame displays bold red letters spelling out 'I THINK YOU WANT MY PERMISSION,' hinting at a request for access or control over something significant.",dark room cross necklace mysterious figure,24
194,64,8VYmQAlqRc0.mp4,https://www.youtube.com/watch?v=8VYmQAlqRc0,"The video opens with a close-up of a metallic object, possibly jewelry or a piece of equipment, reflecting light on a dark surface. The scene transitions to an individual lying down in what appears to be a dimly lit room, wearing a cross necklace and looking upwards. Text overlays suggest a narrative about someone named 'Nurt' who is being hunted by others. Another shot shows the same person from behind, still in the dimly lit environment. A third frame features text that reads 'A LITTLE SCARED,' indicating fear or vulnerability. Subsequent frames show another character's neck tattooed with a skull design, suggesting a connection between characters or themes related to danger or survival. The final frame displays bold red letters spelling out 'I THINK YOU WANT MY PERMISSION,' hinting at a request for access or control over something significant.",i think you want my permission scene,24
195,65,RIu5CJHrDe8.mp4,https://www.youtube.com/watch?v=RIu5CJHrDe8,"The video opens with a wide shot of New York City, transitioning to an indoor scene where characters are gathered. The focus shifts to a character in black attire standing confidently against a backdrop of city buildings and skyscrapers. A close-up follows as the character speaks about their readiness for action. Another cut shows a group of people inside a vehicle, suggesting preparation or planning. The narrative moves through various scenes including explosions, chaos on streets, and intense combat sequences involving armored figures. Text overlays indicate key moments such as 'This ends today.' and 'This has making teams that can raise to glory.' The color palette is dark with occasional bright flashes from explosions, emphasizing urgency and danger. Characters display determination and resolve throughout these scenes.",marvel cinematic universe final battle scenes,46
196,65,RIu5CJHrDe8.mp4,https://www.youtube.com/watch?v=RIu5CJHrDe8,"The video opens with a wide shot of New York City, transitioning to an indoor scene where characters are gathered. The focus shifts to a character in black attire standing confidently against a backdrop of city buildings and skyscrapers. A close-up follows as the character speaks about their readiness for action. Another cut shows a group of people inside a vehicle, suggesting preparation or planning. The narrative moves through various scenes including explosions, chaos on streets, and intense combat sequences involving armored figures. Text overlays indicate key moments such as 'This ends today.' and 'This has making teams that can raise to glory.' The color palette is dark with occasional bright flashes from explosions, emphasizing urgency and danger. Characters display determination and resolve throughout these scenes.",new york city superhero showdown explosions,46
197,65,RIu5CJHrDe8.mp4,https://www.youtube.com/watch?v=RIu5CJHrDe8,"The video opens with a wide shot of New York City, transitioning to an indoor scene where characters are gathered. The focus shifts to a character in black attire standing confidently against a backdrop of city buildings and skyscrapers. A close-up follows as the character speaks about their readiness for action. Another cut shows a group of people inside a vehicle, suggesting preparation or planning. The narrative moves through various scenes including explosions, chaos on streets, and intense combat sequences involving armored figures. Text overlays indicate key moments such as 'This ends today.' and 'This has making teams that can raise to glory.' The color palette is dark with occasional bright flashes from explosions, emphasizing urgency and danger. Characters display determination and resolve throughout these scenes.",this ends today marvel armored figures fight,46
198,66,7KQJ7udWr4g.mp4,https://www.youtube.com/watch?v=7KQJ7udWr4g,"The scene takes place outdoors, likely on a city street with historic buildings in the background. A woman in a black dress is seen walking down a yellow carpet towards an event where autographs are being given out. She has long dark hair and wears high heels. As she approaches, several people stand behind barriers to receive her signature. The crowd consists of individuals dressed in formal attire; some hold cameras or phones, capturing the moment. There's bright daylight casting shadows on the ground, indicating it might be late afternoon. The atmosphere appears lively yet orderly as attendees eagerly await their turn for an autograph.",celebrity autograph signing event red carpet,10
199,66,7KQJ7udWr4g.mp4,https://www.youtube.com/watch?v=7KQJ7udWr4g,"The scene takes place outdoors, likely on a city street with historic buildings in the background. A woman in a black dress is seen walking down a yellow carpet towards an event where autographs are being given out. She has long dark hair and wears high heels. As she approaches, several people stand behind barriers to receive her signature. The crowd consists of individuals dressed in formal attire; some hold cameras or phones, capturing the moment. There's bright daylight casting shadows on the ground, indicating it might be late afternoon. The atmosphere appears lively yet orderly as attendees eagerly await their turn for an autograph.",actress in black dress signing autographs outdoors,10
